zip,city,stusab,latitude,longitude,INTPTLAT,INTPTLONG,zcta,"point map url
",zip map url,result,notes,census_reporter_check
47731,Evansville,IN,37.9971,-87.575,,,47710,point map,zip map,,,
47736,Evansville,IN,37.9971,-87.575,,,47710,point map,zip map,,,
47732,Evansville,IN,37.9971,-87.575,,,47710,point map,zip map,,,
47728,Evansville,IN,37.9971,-87.575,,,47710,point map,zip map,,,
47724,Evansville,IN,37.9971,-87.575,,,47710,point map,zip map,,,
47719,Evansville,IN,37.9971,-87.575,,,47710,point map,zip map,,,
47716,Evansville,IN,37.9971,-87.575,,,47710,point map,zip map,,,
47706,Evansville,IN,37.9971,-87.575,,,47710,point map,zip map,,,
47701,Evansville,IN,37.9971,-87.575,,,47710,point map,zip map,,,
47702,Evansville,IN,37.9971,-87.575,,,47710,point map,zip map,,,
47703,Evansville,IN,37.9971,-87.575,,,47710,point map,zip map,,,
47730,Evansville,IN,37.9971,-87.575,,,47710,point map,zip map,,,
47705,Evansville,IN,37.9971,-87.575,,,47710,point map,zip map,,,
47704,Evansville,IN,37.9971,-87.575,,,47710,point map,zip map,,,
47721,Evansville,IN,37.978,-87.6008,,,47712,point map,zip map,,,
47722,Evansville,IN,37.9702,-87.542,,,47714,point map,zip map,,,
47750,Evansville,IN,37.9623,-87.5055,,,47714,point map,zip map,,,
47618,Inglefield,IN,38.1081,-87.5589,,,47725,point map,zip map,,,
47870,Prairieton,IN,39.3712,-87.4759,,,47802,point map,zip map,,,
47808,Terre Haute,IN,39.4336,-87.4101,,,47802,point map,zip map,,,
47878,Seelyville,IN,39.4928,-87.2665,,,47803,point map,zip map,,,
47851,Fontanet,IN,39.5737,-87.2454,,,47805,point map,zip map,,,
47801,Terre Haute,IN,39.4667,-87.4139,,,47807,point map,zip map,,,
47831,Blanford,IN,39.665,-87.5206,,,47842,point map,zip map,,,
47830,Bellmore,IN,39.7791,-87.2218,,,47872,point map,zip map,,,
47852,Graysville,IN,39.0805,-87.4496,,,47882,point map,zip map,,,
47962,Montmorenci,IN,40.4732,-87.0276,,,47906,point map,zip map,,,
47902,Lafayette,IN,40.3887,-86.8949,,,47909,point map,zip map,,,
47903,Lafayette,IN,40.3044,-86.8245,,,47909,point map,zip map,,,
47996,West Lafayette,IN,40.3887,-86.8949,,,47909,point map,zip map,,,
47875,Saint Bernice,IN,39.8778,-87.4436,,,47928,point map,zip map,,,
47984,Talbot,IN,40.5053,-87.4542,,,47944,point map,zip map,,,
47988,Wallace,IN,39.9865,-87.1477,,,47949,point map,zip map,,,
47986,Templeton,IN,40.5055,-87.207,,,47971,point map,zip map,,,
48012,Birmingham,MI,42.5467,-83.2113,,,48009,point map,zip map,,,
48090,Warren,MI,42.4775,-83.0277,,,48015,point map,zip map,,,
48046,Mount Clemens,MI,42.5973,-82.878,,,48043,point map,zip map,,,
48061,Port Huron,MI,42.9709,-82.4249,,,48060,point map,zip map,,,
48004,Anchorville,MI,42.8241,-82.6652,,,48063,point map,zip map,,,
48068,Royal Oak,MI,42.4895,-83.1446,,,48067,point map,zip map,,,
48086,Southfield,MI,42.4734,-83.2219,,,48075,point map,zip map,,,
48037,Southfield,MI,42.5675,-83.15,,,48084,point map,zip map,,,
48099,Troy,MI,42.5876,-83.1737,,,48098,point map,zip map,,,
48106,Ann Arbor,MI,42.2535,-83.8366,,,48103,point map,zip map,,,
48107,Ann Arbor,MI,42.2535,-83.8366,,,48103,point map,zip map,,,
48113,Ann Arbor,MI,42.2535,-83.8366,,,48103,point map,zip map,,,
48112,Belleville,MI,42.2048,-83.4852,,,48111,point map,zip map,,,
48151,Livonia,MI,42.3684,-83.3527,,,48150,point map,zip map,,,
48153,Livonia,MI,42.3684,-83.3527,,,48150,point map,zip map,,,
48110,Azalia,MI,42.0082,-83.6643,,,48159,point map,zip map,,,
48175,Salem,MI,42.4056,-83.5781,,,48168,point map,zip map,,,
48115,Bridgewater,MI,42.1602,-83.9117,,,48176,point map,zip map,,,
48267,Detroit,MI,42.3314,-83.0458,,,48226,point map,zip map,,,
48279,Detroit,MI,42.3314,-83.0458,,,48226,point map,zip map,,,
48272,Detroit,MI,42.3314,-83.0458,,,48226,point map,zip map,,,
48264,Detroit,MI,42.3314,-83.0458,,,48226,point map,zip map,,,
48255,Detroit,MI,42.3314,-83.0458,,,48226,point map,zip map,,,
48268,Detroit,MI,42.3314,-83.0458,,,48226,point map,zip map,,,
48232,Detroit,MI,42.3314,-83.0458,,,48226,point map,zip map,,,
48231,Detroit,MI,42.3314,-83.0458,,,48226,point map,zip map,,,
48275,Detroit,MI,42.3314,-83.0458,,,48226,point map,zip map,,,
48269,Detroit,MI,42.3314,-83.0458,,,48226,point map,zip map,,,
48123,Dearborn,MI,42.2399,-83.1508,,,48229,point map,zip map,,,
48288,Detroit,MI,42.2399,-83.1508,,,48229,point map,zip map,,,
48278,Detroit,MI,42.2399,-83.1508,,,48229,point map,zip map,,,
48266,Detroit,MI,42.2399,-83.1508,,,48229,point map,zip map,,,
48121,Dearborn,MI,42.2399,-83.1508,,,48229,point map,zip map,,,
48265,Detroit,MI,42.2399,-83.1508,,,48229,point map,zip map,,,
48244,Detroit,MI,42.2399,-83.1508,,,48229,point map,zip map,,,
48222,Detroit,MI,42.2399,-83.1508,,,48229,point map,zip map,,,
48136,Garden City,MI,42.2399,-83.1508,,,48229,point map,zip map,,,
48277,Detroit,MI,42.2399,-83.1508,,,48229,point map,zip map,,,
48260,Detroit,MI,42.2399,-83.1508,,,48229,point map,zip map,,,
48007,Troy,MI,42.6061,-83.2976,,,48302,point map,zip map,,,
48303,Bloomfield Hills,MI,42.5836,-83.2455,,,48304,point map,zip map,,,
48308,Rochester,MI,42.6806,-83.1338,,,48307,point map,zip map,,,
48311,Sterling Heights,MI,42.5803,-83.0302,,,48313,point map,zip map,,,
48318,Utica,MI,42.6261,-83.0335,,,48317,point map,zip map,,,
48321,Auburn Hills,MI,42.6601,-83.3863,,,48327,point map,zip map,,,
48347,Clarkston,MI,42.6601,-83.3863,,,48327,point map,zip map,,,
48325,West Bloomfield,MI,42.6601,-83.3863,,,48327,point map,zip map,,,
48330,Drayton Plains,MI,42.6754,-83.3637,,,48329,point map,zip map,,,
48332,Farmington,MI,42.4645,-83.3763,,,48336,point map,zip map,,,
48333,Farmington,MI,42.4645,-83.3763,,,48336,point map,zip map,,,
48343,Pontiac,MI,42.6389,-83.291,,,48342,point map,zip map,,,
48361,Lake Orion,MI,42.7845,-83.2397,,,48362,point map,zip map,,,
48366,Lakeville,MI,42.8214,-83.1502,,,48367,point map,zip map,,,
48376,Novi,MI,42.471,-83.4748,,,48375,point map,zip map,,,
48387,Union Lake,MI,42.6148,-83.4469,,,48386,point map,zip map,,,
48391,Walled Lake,MI,42.5378,-83.481,,,48390,point map,zip map,,,
48480,Grand Blanc,MI,42.918,-83.617,,,48439,point map,zip map,,,
48410,Argyle,MI,43.5589,-82.9455,,,48472,point map,zip map,,,
48555,Flint,MI,43.0113,-83.7108,,,48504,point map,zip map,,,
48557,Flint,MI,43.0806,-83.7837,,,48504,point map,zip map,,,
48550,Flint,MI,43.0349,-83.6887,,,48505,point map,zip map,,,
48556,Flint,MI,43.0327,-83.6463,,,48506,point map,zip map,,,
48531,Flint,MI,43.002,-83.6925,,,48507,point map,zip map,,,
48501,Flint,MI,42.9659,-83.7808,,,48507,point map,zip map,,,
48552,Flint,MI,42.9779,-83.7131,,,48551,point map,zip map,,,
48608,Saginaw,MI,43.3485,-84.0326,,,48601,point map,zip map,,,
48663,Saginaw,MI,43.4195,-83.9508,,,48601,point map,zip map,,,
48606,Saginaw,MI,43.3485,-84.0326,,,48601,point map,zip map,,,
48605,Saginaw,MI,43.4588,-84.0518,,,48603,point map,zip map,,,
48620,Edenville,MI,43.7774,-84.3813,,,48628,point map,zip map,,,
48707,Bay City,MI,43.7378,-83.9333,,,48634,point map,zip map,,,
48641,Midland,MI,43.5383,-84.3878,,,48640,point map,zip map,,,
48670,Midland,MI,43.6375,-84.2568,,,48640,point map,zip map,,,
48674,Midland,MI,43.6129,-84.1971,,,48642,point map,zip map,,,
48686,Midland,MI,43.6473,-84.3873,,,48657,point map,zip map,,,
48787,Frankenmuth,MI,43.335,-83.7494,,,48734,point map,zip map,,,
48758,Richville,MI,43.4073,-83.6762,,,48757,point map,zip map,,,
48764,Tawas City,MI,44.2665,-83.5192,,,48763,point map,zip map,,,
48887,Smyrna,MI,43.0595,-85.2628,,,48809,point map,zip map,,,
48908,Lansing,MI,42.5961,-84.8382,,,48813,point map,zip map,,,
48826,East Lansing,MI,42.737,-84.4839,,,48823,point map,zip map,,,
48824,East Lansing,MI,42.7283,-84.4882,,,48825,point map,zip map,,,
48812,Cedar Lake,MI,43.4138,-84.9753,,,48829,point map,zip map,,,
48844,Howell,MI,42.6035,-83.9112,,,48843,point map,zip map,,,
48862,North Star,MI,43.2484,-84.5433,,,48847,point map,zip map,,,
48805,Okemos,MI,42.5992,-84.372,,,48854,point map,zip map,,,
48804,Mount Pleasant,MI,43.6406,-84.8474,,,48858,point map,zip map,,,
48859,Mount Pleasant,MI,43.5647,-84.8473,,,48858,point map,zip map,,,
48882,Shaftsburg,MI,42.804,-84.2959,,,48872,point map,zip map,,,
48830,Elm Hall,MI,43.3639,-84.8362,,,48877,point map,zip map,,,
48833,Eureka,MI,43.1036,-84.5139,,,48879,point map,zip map,,,
48937,Lansing,MI,42.7487,-84.559,,,48906,point map,zip map,,,
48951,Lansing,MI,42.7035,-84.5365,,,48910,point map,zip map,,,
48980,Lansing,MI,42.7325,-84.5555,,,48933,point map,zip map,,,
48956,Lansing,MI,42.7325,-84.5587,,,48933,point map,zip map,,,
48913,Lansing,MI,42.7325,-84.5555,,,48933,point map,zip map,,,
48930,Lansing,MI,42.7325,-84.5587,,,48933,point map,zip map,,,
48929,Lansing,MI,42.7325,-84.5587,,,48933,point map,zip map,,,
48924,Lansing,MI,42.7325,-84.5555,,,48933,point map,zip map,,,
48922,Lansing,MI,42.7325,-84.5587,,,48933,point map,zip map,,,
48919,Lansing,MI,42.7286,-84.5517,,,48933,point map,zip map,,,
48901,Lansing,MI,42.7325,-84.5555,,,48933,point map,zip map,,,
48916,Lansing,MI,42.7325,-84.5555,,,48933,point map,zip map,,,
48909,Lansing,MI,42.7325,-84.5555,,,48933,point map,zip map,,,
48918,Lansing,MI,42.7325,-84.5555,,,48933,point map,zip map,,,
49005,Kalamazoo,MI,42.2917,-85.5872,,,49007,point map,zip map,,,
49077,Oshtemo,MI,42.2589,-85.6775,,,49009,point map,zip map,,,
49020,Bedford,MI,42.3953,-85.2322,,,49017,point map,zip map,,,
49023,Benton Harbor,MI,42.1167,-86.4542,,,49022,point map,zip map,,,
49081,Portage,MI,42.1718,-85.6178,,,49024,point map,zip map,,,
49039,Hagar Shores,MI,42.2248,-86.3723,,,49038,point map,zip map,,,
49041,Comstock,MI,42.2867,-85.5133,,,49048,point map,zip map,,,
49003,Kalamazoo,MI,42.2454,-85.5299,,,49048,point map,zip map,,,
49019,Kalamazoo,MI,42.2454,-85.5299,,,49048,point map,zip map,,,
49062,Kendall,MI,42.3618,-85.8141,,,49055,point map,zip map,,,
49035,Cloverdale,MI,42.5951,-85.3086,,,49058,point map,zip map,,,
49016,Battle Creek,MI,42.2464,-85.0045,,,49068,point map,zip map,,,
49018,Battle Creek,MI,42.2464,-85.0045,,,49068,point map,zip map,,,
49416,Glenn,MI,42.5203,-86.2275,,,49090,point map,zip map,,,
49063,Lacota,MI,42.4136,-86.1298,,,49090,point map,zip map,,,
49204,Jackson,MI,42.2459,-84.4013,,,49201,point map,zip map,,,
49281,Somerset,MI,42.023,-84.3794,,,49233,point map,zip map,,,
49239,Frontier,MI,41.7825,-84.6047,,,49242,point map,zip map,,,
49257,Moscow,MI,42.0548,-84.5039,,,49250,point map,zip map,,,
49258,Mosherville,MI,42.0603,-84.6594,,,49250,point map,zip map,,,
49355,Ada,MI,42.9542,-85.4889,,,49301,point map,zip map,,,
49356,Ada,MI,42.9542,-85.4889,,,49301,point map,zip map,,,
49357,Ada,MI,42.9542,-85.4889,,,49301,point map,zip map,,,
49314,Burnips,MI,42.7312,-85.8404,,,49323,point map,zip map,,,
49317,Cannonsburg,MI,43.0712,-85.4809,,,49341,point map,zip map,,,
49351,Rockford,MI,43.12,-85.56,,,49341,point map,zip map,,,
49311,Bradley,MI,42.633,-85.643,,,49348,point map,zip map,,,
49413,Fremont,MI,43.5543,-85.8009,,,49349,point map,zip map,,,
49430,Lamont,MI,43.0103,-85.8975,,,49404,point map,zip map,,,
49468,Grandville,MI,42.9097,-85.7631,,,49418,point map,zip map,,,
49422,Holland,MI,42.7875,-86.1089,,,49423,point map,zip map,,,
49427,Jamestown,MI,42.8267,-85.8444,,,49426,point map,zip map,,,
49429,Jenison,MI,42.9072,-85.792,,,49428,point map,zip map,,,
49443,Muskegon,MI,43.2342,-86.2484,,,49440,point map,zip map,,,
49409,Ferrysburg,MI,43.0809,-86.2154,,,49456,point map,zip map,,,
49463,Sylvan Beach,MI,43.372,-86.4237,,,49461,point map,zip map,,,
49523,Grand Rapids,MI,42.9634,-85.6681,,,49503,point map,zip map,,,
49555,Grand Rapids,MI,42.9634,-85.6681,,,49503,point map,zip map,,,
49502,Grand Rapids,MI,42.9634,-85.6681,,,49503,point map,zip map,,,
49501,Grand Rapids,MI,42.9842,-85.6291,,,49505,point map,zip map,,,
49528,Grand Rapids,MI,42.8811,-85.6239,,,49508,point map,zip map,,,
49515,Grand Rapids,MI,43.0314,-85.5503,,,49525,point map,zip map,,,
49514,Grand Rapids,MI,43.0314,-85.5503,,,49525,point map,zip map,,,
49510,Grand Rapids,MI,43.0314,-85.5503,,,49525,point map,zip map,,,
49516,Grand Rapids,MI,43.0314,-85.5503,,,49525,point map,zip map,,,
49588,Grand Rapids,MI,43.0314,-85.5503,,,49525,point map,zip map,,,
49560,Grand Rapids,MI,43.0314,-85.5503,,,49525,point map,zip map,,,
49599,Grand Rapids,MI,43.0314,-85.5503,,,49525,point map,zip map,,,
49530,Grand Rapids,MI,43.0314,-85.5503,,,49525,point map,zip map,,,
49518,Grand Rapids,MI,43.0314,-85.5503,,,49525,point map,zip map,,,
49673,Old Mission,MI,44.9559,-85.49,,,49686,point map,zip map,,,
49685,Traverse City,MI,44.8162,-85.5751,,,49686,point map,zip map,,,
49696,Traverse City,MI,44.8162,-85.5751,,,49686,point map,zip map,,,
49610,Acme,MI,44.7894,-85.4884,,,49690,point map,zip map,,,
49711,Bay Shore,MI,45.3583,-85.0973,,,49720,point map,zip map,,,
49761,Mullett Lake,MI,45.5595,-84.5221,,,49721,point map,zip map,,,
49797,Waters,MI,44.8702,-84.6598,,,49733,point map,zip map,,,
49734,Gaylord,MI,45.0275,-84.6748,,,49735,point map,zip map,,,
49739,Grayling,MI,44.683,-84.6104,,,49738,point map,zip map,,,
49737,Good Hart,MI,45.5802,-85.1137,,,49740,point map,zip map,,,
49723,Cross Village,MI,45.6254,-85.0419,,,49740,point map,zip map,,,
49792,Tower,MI,45.3588,-84.2953,,,49765,point map,zip map,,,
49785,Kincheloe,MI,46.1815,-84.4054,,,49774,point map,zip map,,,
49784,Kincheloe,MI,46.4108,-84.3365,,,49783,point map,zip map,,,
49786,Kincheloe,MI,46.4108,-84.3365,,,49783,point map,zip map,,,
49865,National Mine,MI,46.6041,-87.6148,,,49866,point map,zip map,,,
49845,Harris,MI,45.6922,-87.3513,,,49896,point map,zip map,,,
49964,Stambaugh,MI,46.0797,-88.629,,,49935,point map,zip map,,,
50043,Buckeye,IA,42.4179,-93.3755,,,50006,point map,zip map,,,
50013,Ames,IA,42.0235,-93.6408,,,50012,point map,zip map,,,
50361,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50363,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50360,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50359,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50364,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50367,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50368,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50369,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50362,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50380,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50947,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50391,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50393,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50394,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50395,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50396,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50936,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50940,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50950,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50980,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50981,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50340,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50381,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50339,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50330,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50335,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50336,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50301,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50303,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50304,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50305,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50306,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50308,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50302,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50328,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50329,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50331,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50332,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50333,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50334,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50318,Des Moines,IA,41.6727,-93.5722,,,50021,point map,zip map,,,
50110,Gray,IA,41.8401,-94.9812,,,50025,point map,zip map,,,
50099,Boone,IA,42.0597,-93.8802,,,50036,point map,zip map,,,
50037,Boone,IA,42.0597,-93.8802,,,50036,point map,zip map,,,
50059,Cooper,IA,42.0363,-94.397,,,50129,point map,zip map,,,
50152,Luther,IA,41.9387,-93.8371,,,50156,point map,zip map,,,
50145,Liberty Center,IA,41.2071,-93.4993,,,50166,point map,zip map,,,
50137,Killduff,IA,41.608,-92.9046,,,50208,point map,zip map,,,
50031,Beaver,IA,42.0387,-94.1436,,,50212,point map,zip map,,,
50040,Boxholm,IA,42.1706,-94.1052,,,50223,point map,zip map,,,
50241,Saint Marys,IA,41.3084,-93.7369,,,50240,point map,zip map,,,
50269,Whitten,IA,42.2718,-93.0214,,,50258,point map,zip map,,,
50392,Des Moines,IA,41.5878,-93.6274,,,50309,point map,zip map,,,
50982,Des Moines,IA,41.6006,-93.6089,,,50316,point map,zip map,,,
50983,Des Moines,IA,41.6006,-93.6089,,,50316,point map,zip map,,,
50307,Des Moines,IA,41.6005,-93.6091,,,50316,point map,zip map,,,
50398,Urbandale,IA,41.6267,-93.7122,,,50322,point map,zip map,,,
50402,Mason City,IA,43.1536,-93.201,,,50401,point map,zip map,,,
50481,Toeterville,IA,43.3564,-92.789,,,50461,point map,zip map,,,
50427,Chapin,IA,42.8349,-93.2226,,,50475,point map,zip map,,,
50526,Clarion,IA,42.733,-93.7352,,,50525,point map,zip map,,,
50552,Knierim,IA,42.4555,-94.4569,,,50563,point map,zip map,,,
50592,Truesdale,IA,42.7262,-95.1853,,,50588,point map,zip map,,,
50649,Kesley,IA,42.6626,-92.9112,,,50604,point map,zip map,,,
50608,Austinville,IA,42.5824,-92.9599,,,50604,point map,zip map,,,
50259,Gifford,IA,42.3831,-93.2506,,,50627,point map,zip map,,,
50661,North Washington,IA,43.1174,-92.4144,,,50659,point map,zip map,,,
50657,Morrison,IA,42.3433,-92.6738,,,50669,point map,zip map,,,
50631,Frederika,IA,42.8827,-92.3063,,,50676,point map,zip map,,,
50704,Waterloo,IA,42.4698,-92.3095,,,50702,point map,zip map,,,
50614,Cedar Falls,IA,42.4698,-92.3095,,,50702,point map,zip map,,,
50623,Dewar,IA,42.5253,-92.2207,,,50703,point map,zip map,,,
50831,Arispe,IA,40.9314,-94.2193,,,50830,point map,zip map,,,
51015,Climbing Hill,IA,42.345,-96.0875,,,51026,point map,zip map,,,
51045,Oyens,IA,42.8199,-96.0566,,,51031,point map,zip map,,,
51102,Sioux City,IA,42.3684,-96.318,,,51052,point map,zip map,,,
51340,Fostoria,IA,43.0824,-95.1511,,,51301,point map,zip map,,,
51460,Ricketts,IA,42.1304,-95.5746,,,51439,point map,zip map,,,
51452,Lidderdale,IA,42.1254,-94.7754,,,51443,point map,zip map,,,
51432,Aspinwall,IA,41.9119,-95.1356,,,51455,point map,zip map,,,
51502,Council Bluffs,IA,41.2619,-95.8608,,,51503,point map,zip map,,,
51593,Harlan,IA,41.498,-95.3636,,,51521,point map,zip map,,,
51591,Red Oak,IA,41.0303,-95.1562,,,51566,point map,zip map,,,
51603,Shenandoah,IA,40.7656,-95.3722,,,51601,point map,zip map,,,
51651,Shambaugh,IA,40.6575,-95.025,,,51632,point map,zip map,,,
52004,Dubuque,IA,42.5006,-90.6646,,,52001,point map,zip map,,,
52099,Dubuque,IA,42.5006,-90.6646,,,52001,point map,zip map,,,
52075,Springbrook,IA,42.1674,-90.4846,,,52031,point map,zip map,,,
52071,Saint Donatus,IA,42.3196,-90.4903,,,52031,point map,zip map,,,
52036,Delaware,IA,42.4766,-91.3112,,,52041,point map,zip map,,,
52056,Luxemburg,IA,42.5783,-91.0621,,,52065,point map,zip map,,,
52149,Highlandville,IA,43.4638,-91.6899,,,52101,point map,zip map,,,
52204,Amana,IA,41.8,-91.8707,,,52203,point map,zip map,,,
52344,Troy Mills,IA,42.29,-91.6824,,,52218,point map,zip map,,,
52243,Iowa City,IA,41.6611,-91.5302,,,52240,point map,zip map,,,
52244,Iowa City,IA,41.5727,-91.6619,,,52240,point map,zip map,,,
52408,Cedar Rapids,IA,42.0794,-91.5992,,,52302,point map,zip map,,,
52407,Cedar Rapids,IA,42.0794,-91.5992,,,52302,point map,zip map,,,
52498,Cedar Rapids,IA,42.0794,-91.5992,,,52302,point map,zip map,,,
52497,Cedar Rapids,IA,42.0794,-91.5992,,,52302,point map,zip map,,,
52410,Cedar Rapids,IA,42.0794,-91.5992,,,52302,point map,zip map,,,
52409,Cedar Rapids,IA,42.0794,-91.5992,,,52302,point map,zip map,,,
52499,Cedar Rapids,IA,42.0794,-91.5992,,,52302,point map,zip map,,,
52252,Langworthy,IA,42.192,-91.2258,,,52310,point map,zip map,,,
52406,Cedar Rapids,IA,42.0083,-91.6441,,,52402,point map,zip map,,,
52568,Martinsburg,IA,41.1948,-92.2715,,,52563,point map,zip map,,,
52562,Hayesville,IA,41.3363,-92.1784,,,52591,point map,zip map,,,
52631,Houghton,IA,40.77,-91.6138,,,52625,point map,zip map,,,
52642,Rome,IA,40.9774,-91.6923,,,52641,point map,zip map,,,
52652,Swedesburg,IA,41.1043,-91.547,,,52641,point map,zip map,,,
52648,Pilot Grove,IA,40.7628,-91.5368,,,52656,point map,zip map,,,
52771,Teeds Grove,IA,41.9991,-90.2187,,,52732,point map,zip map,,,
52736,Clinton,IA,41.8445,-90.1887,,,52732,point map,zip map,,,
52734,Clinton,IA,41.8444,-90.1885,,,52732,point map,zip map,,,
52733,Clinton,IA,41.8445,-90.1887,,,52732,point map,zip map,,,
52759,Montpelier,IA,41.4625,-90.8088,,,52761,point map,zip map,,,
52808,Davenport,IA,41.613,-90.6063,,,52806,point map,zip map,,,
52809,Davenport,IA,41.613,-90.6063,,,52806,point map,zip map,,,
52805,Davenport,IA,41.613,-90.6063,,,52806,point map,zip map,,,
61204,Rock Island,IL,41.5549,-90.616,,,52806,point map,zip map,,,
53008,Brookfield,WI,43.0606,-88.1065,,,53005,point map,zip map,,,
53062,New Holstein,WI,44.0679,-88.2231,,,53014,point map,zip map,,,
53026,Greenbush,WI,43.7767,-88.084,,,53023,point map,zip map,,,
53056,Merton,WI,43.146,-88.3097,,,53029,point map,zip map,,,
53064,North Lake,WI,43.1561,-88.3707,,,53029,point map,zip map,,,
53099,Woodland,WI,43.3703,-88.5187,,,53035,point map,zip map,,,
53052,Menomonee Falls,WI,43.1789,-88.1173,,,53051,point map,zip map,,,
53060,Newburg,WI,43.4338,-88.0623,,,53090,point map,zip map,,,
53194,Woodworth,WI,42.5581,-88.0012,,,53104,point map,zip map,,,
53138,Honey Creek,WI,42.7483,-88.3079,,,53105,point map,zip map,,,
53148,Lyons,WI,42.6487,-88.359,,,53105,point map,zip map,,,
53152,New Munster,WI,42.5746,-88.2326,,,53105,point map,zip map,,,
53159,Powers Lake,WI,42.5557,-88.2969,,,53105,point map,zip map,,,
53101,Bassett,WI,42.5406,-88.2279,,,53105,point map,zip map,,,
53157,Pell Lake,WI,42.54,-88.3582,,,53128,point map,zip map,,,
53141,Kenosha,WI,42.5847,-87.8212,,,53140,point map,zip map,,,
53171,Somers,WI,42.6423,-87.9032,,,53144,point map,zip map,,,
53176,Springfield,WI,42.636,-88.416,,,53147,point map,zip map,,,
53109,Camp Lake,WI,42.536,-88.1444,,,53168,point map,zip map,,,
53102,Benet Lake,WI,42.5001,-88.08,,,53179,point map,zip map,,,
53187,Waukesha,WI,43.0117,-88.2315,,,53186,point map,zip map,,,
53127,Genesee Depot,WI,42.9601,-88.3745,,,53189,point map,zip map,,,
53288,Milwaukee,WI,43.0406,-87.9098,,,53202,point map,zip map,,,
53267,Milwaukee,WI,43.044,-87.9098,,,53202,point map,zip map,,,
53274,Milwaukee,WI,43.0389,-87.9065,,,53202,point map,zip map,,,
53201,Milwaukee,WI,43.0389,-87.9065,,,53202,point map,zip map,,,
53237,Milwaukee,WI,43.0389,-87.9065,,,53202,point map,zip map,,,
53268,Milwaukee,WI,43.0385,-87.9096,,,53202,point map,zip map,,,
53278,Milwaukee,WI,43.0389,-87.9024,,,53202,point map,zip map,,,
53234,Milwaukee,WI,43.0389,-87.9065,,,53202,point map,zip map,,,
53290,Milwaukee,WI,43.0373,-87.914,,,53203,point map,zip map,,,
53293,Milwaukee,WI,43.0408,-87.9191,,,53203,point map,zip map,,,
53259,Milwaukee,WI,43.0387,-87.9139,,,53203,point map,zip map,,,
53263,Milwaukee,WI,43.0746,-88.0604,,,53222,point map,zip map,,,
53407,Racine,WI,42.7312,-87.7828,,,53403,point map,zip map,,,
53512,Beloit,WI,42.5083,-89.0318,,,53511,point map,zip map,,,
53595,Dodgeville,WI,42.9761,-90.1413,,,53533,point map,zip map,,,
53535,Edmund,WI,42.9675,-90.2646,,,53533,point map,zip map,,,
53547,Janesville,WI,42.7294,-89.0301,,,53545,point map,zip map,,,
53542,Hanover,WI,42.6323,-89.1594,,,53576,point map,zip map,,,
