zip,city,stusab,latitude,longitude,INTPTLAT,INTPTLONG,zcta,"point map url
",zip map url,result,notes,census_reporter_check
04402,Bangor,ME,44.8012,-68.7778,,,04401,point map,zip map,,,
04420,Castine,ME,44.413,-68.798,,,04421,point map,zip map,,,
04549,Isle Of Springs,ME,44.0213,-69.5233,,,04543,point map,zip map,,,
04565,Sebasco Estates,ME,43.7733,-69.8635,,,04562,point map,zip map,,,
04672,Salsbury Cove,ME,44.4306,-68.2836,,,04609,point map,zip map,,,
04775,Sheridan,ME,46.6573,-68.405,,,04732,point map,zip map,,,
04751,Limestone,ME,46.8929,-67.9643,,,04736,point map,zip map,,,
04744,Fort Kent Mills,ME,47.2389,-68.5839,,,04743,point map,zip map,,,
04738,Crouseville,ME,46.755,-68.0964,,,04786,point map,zip map,,,
04850,Lincolnville Center,ME,44.2979,-69.1075,,,04849,point map,zip map,,,
04865,West Rockport,ME,44.1924,-69.1211,,,04856,point map,zip map,,,
04954,New Portland,ME,44.8842,-70.0967,,,04961,point map,zip map,,,
04903,Waterville,ME,44.5492,-69.7132,,,04963,point map,zip map,,,
04972,Sandy Point,ME,44.5148,-68.8128,,,04981,point map,zip map,,,
04935,East Vassalboro,ME,44.4478,-69.6059,,,04989,point map,zip map,,,
05009,White River Junction,VT,43.649,-72.3193,,,05001,point map,zip map,,,
05088,Wilder,VT,43.6735,-72.312,,,05001,point map,zip map,,,
05047,Hartford,VT,43.6721,-72.3555,,,05001,point map,zip map,,,
05074,Thetford,VT,43.996,-72.4114,,,05038,point map,zip map,,,
05054,North Thetford,VT,43.8431,-72.1856,,,05043,point map,zip map,,,
05049,Hartland Four Corners,VT,43.5465,-72.4245,,,05048,point map,zip map,,,
05085,West Newbury,VT,44.0645,-72.1248,,,05051,point map,zip map,,,
05030,Ascutney,VT,43.4107,-72.4298,,,05089,point map,zip map,,,
05073,Taftsville,VT,43.6309,-72.4891,,,05091,point map,zip map,,,
05159,Westminster Station,VT,43.094,-72.4565,,,05158,point map,zip map,,,
05302,Brattleboro,VT,42.8509,-72.5579,,,05301,point map,zip map,,,
05303,Brattleboro,VT,42.8509,-72.5579,,,05301,point map,zip map,,,
05304,Brattleboro,VT,42.8509,-72.5579,,,05301,point map,zip map,,,
05357,West Dummerston,VT,42.9265,-72.6154,,,05301,point map,zip map,,,
05351,South Newfane,VT,42.9391,-72.7292,,,05345,point map,zip map,,,
05344,Marlboro,VT,42.9947,-72.7204,,,05345,point map,zip map,,,
05469,Monkton,VT,44.2404,-73.1347,,,05443,point map,zip map,,,
05449,Colchester,VT,44.5439,-73.1479,,,05446,point map,zip map,,,
05451,Essex,VT,44.5084,-73.0503,,,05452,point map,zip map,,,
05470,Montgomery,VT,44.9025,-72.6382,,,05471,point map,zip map,,,
05466,Jonesville,VT,44.3839,-72.9376,,,05477,point map,zip map,,,
05479,Saint Albans,VT,44.8109,-73.0832,,,05478,point map,zip map,,,
05460,Highgate Springs,VT,44.9748,-73.1052,,,05488,point map,zip map,,,
05490,Underhill Center,VT,44.5047,-72.8853,,,05489,point map,zip map,,,
05407,South Burlington,VT,44.4421,-73.0825,,,05495,point map,zip map,,,
05406,Burlington,VT,44.4421,-73.0825,,,05495,point map,zip map,,,
05402,Burlington,VT,44.4421,-73.0825,,,05495,point map,zip map,,,
05453,Essex Junction,VT,44.4421,-73.0825,,,05495,point map,zip map,,,
05609,Montpelier,VT,44.2595,-72.585,,,05602,point map,zip map,,,
05604,Montpelier,VT,44.2595,-72.585,,,05602,point map,zip map,,,
05603,Montpelier,VT,44.2601,-72.5754,,,05602,point map,zip map,,,
05620,Montpelier,VT,44.2595,-72.585,,,05602,point map,zip map,,,
05666,North Montpelier,VT,44.2595,-72.585,,,05602,point map,zip map,,,
05633,Montpelier,VT,44.2595,-72.585,,,05602,point map,zip map,,,
05670,South Barre,VT,44.1757,-72.5025,,,05641,point map,zip map,,,
05601,Montpelier,VT,44.1991,-72.5596,,,05641,point map,zip map,,,
05665,North Hyde Park,VT,44.6731,-72.5971,,,05655,point map,zip map,,,
05662,Moscow,VT,44.442,-72.7188,,,05672,point map,zip map,,,
05671,Waterbury,VT,44.3378,-72.7562,,,05676,point map,zip map,,,
05702,Rutland,VT,43.6106,-72.9726,,,05701,point map,zip map,,,
05745,Forest Dale,VT,43.8278,-73.0537,,,05733,point map,zip map,,,
05731,Benson,VT,43.6877,-73.2919,,,05743,point map,zip map,,,
05750,Hydeville,VT,43.5994,-73.251,,,05743,point map,zip map,,,
05741,East Poultney,VT,43.5265,-73.2046,,,05764,point map,zip map,,,
05746,Gaysville,VT,43.7784,-72.699,,,05772,point map,zip map,,,
05768,Rupert,VT,43.2598,-73.2229,,,05776,point map,zip map,,,
05848,Lower Waterford,VT,44.3821,-71.9195,,,05819,point map,zip map,,,
05838,East Saint Johnsbury,VT,44.4387,-71.9456,,,05819,point map,zip map,,,
05861,Passumpsic,VT,44.3767,-72.0276,,,05819,point map,zip map,,,
05863,Saint Johnsbury Center,VT,44.4567,-72.0157,,,05819,point map,zip map,,,
05849,Lyndon,VT,44.4976,-71.9505,,,05824,point map,zip map,,,
05823,Beebe Plain,VT,45.0058,-72.1383,,,05830,point map,zip map,,,
05840,Granby,VT,44.6808,-71.7194,,,05905,point map,zip map,,,
06011,Bristol,CT,41.6718,-72.9493,,,06010,point map,zip map,,,
06025,East Glastonbury,CT,41.6889,-72.5345,,,06033,point map,zip map,,,
06045,Manchester,CT,41.7759,-72.5215,,,06040,point map,zip map,,,
06041,Manchester,CT,41.7759,-72.5215,,,06040,point map,zip map,,,
06050,New Britain,CT,41.666,-72.7784,,,06051,point map,zip map,,,
06079,Taconic,CT,42.032,-73.4038,,,06068,point map,zip map,,,
06072,Somersville,CT,41.9765,-72.4906,,,06071,point map,zip map,,,
06028,East Windsor Hill,CT,41.8592,-72.603,,,06074,point map,zip map,,,
06075,Stafford,CT,41.9848,-72.289,,,06076,point map,zip map,,,
06077,Staffordville,CT,41.9916,-72.2577,,,06076,point map,zip map,,,
06080,Suffield,CT,41.9818,-72.6506,,,06078,point map,zip map,,,
06083,Enfield,CT,41.9762,-72.5918,,,06082,point map,zip map,,,
06087,Unionville,CT,41.7576,-72.885,,,06085,point map,zip map,,,
06064,Poquonock,CT,41.9048,-72.6787,,,06095,point map,zip map,,,
06006,Windsor,CT,41.8526,-72.6437,,,06095,point map,zip map,,,
06199,Hartford,CT,41.9274,-72.6804,,,06096,point map,zip map,,,
06161,Hartford,CT,41.766,-72.6718,,,06103,point map,zip map,,,
06183,Hartford,CT,41.7638,-72.673,,,06103,point map,zip map,,,
06155,Hartford,CT,41.7693,-72.6865,,,06105,point map,zip map,,,
06154,Hartford,CT,41.7715,-72.6867,,,06105,point map,zip map,,,
06167,Hartford,CT,41.7637,-72.6851,,,06106,point map,zip map,,,
06115,Hartford,CT,41.7588,-72.6794,,,06106,point map,zip map,,,
06123,Hartford,CT,41.7637,-72.6851,,,06106,point map,zip map,,,
06126,Hartford,CT,41.7637,-72.6851,,,06106,point map,zip map,,,
06152,Hartford,CT,41.7637,-72.6851,,,06106,point map,zip map,,,
06134,Hartford,CT,41.7637,-72.6851,,,06106,point map,zip map,,,
06132,Hartford,CT,41.7637,-72.6851,,,06106,point map,zip map,,,
06030,Farmington,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06144,Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06145,Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06146,Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06151,Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06150,Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06143,Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06153,Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06147,Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06142,Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06140,Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06034,Farmington,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06138,East Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06137,West Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06133,West Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06131,Newington,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06129,Wethersfield,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06128,East Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06127,West Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06104,Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06102,Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06180,Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06141,Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06176,Hartford,CT,41.7918,-72.7188,,,06117,point map,zip map,,,
06101,Hartford,CT,41.7801,-72.6771,,,06120,point map,zip map,,,
06156,Hartford,CT,41.7679,-72.6907,,,06160,point map,zip map,,,
06233,Ballouville,CT,41.8768,-71.8612,,,06241,point map,zip map,,,
06245,Fabyan,CT,42.0198,-71.9417,,,06255,point map,zip map,,,
06246,Grosvenor Dale,CT,41.9711,-71.8917,,,06255,point map,zip map,,,
06230,Abington,CT,41.8473,-72.0253,,,06259,point map,zip map,,,
06258,Pomfret,CT,41.889,-71.9682,,,06259,point map,zip map,,,
06251,Mansfield Depot,CT,41.7993,-72.3065,,,06268,point map,zip map,,,
06265,South Willington,CT,41.8554,-72.3015,,,06279,point map,zip map,,,
06244,East Woodstock,CT,41.9843,-71.981,,,06281,point map,zip map,,,
06267,South Woodstock,CT,41.9439,-71.9453,,,06281,point map,zip map,,,
06338,Mashantucket,CT,41.4757,-71.9574,,,06339,point map,zip map,,,
06349,Groton,CT,41.3997,-72.0904,,,06340,point map,zip map,,,
06383,Versailles,CT,41.6016,-72.0404,,,06351,point map,zip map,,,
06388,West Mystic,CT,41.3441,-71.9765,,,06355,point map,zip map,,,
06439,Hadlyme,CT,41.4212,-72.4141,,,06371,point map,zip map,,,
06372,Old Mystic,CT,41.3882,-71.9495,,,06378,point map,zip map,,,
06411,Cheshire,CT,41.499,-72.9007,,,06410,point map,zip map,,,
06474,North Westchester,CT,41.5809,-72.4012,,,06415,point map,zip map,,,
06459,Middletown,CT,41.5565,-72.6582,,,06457,point map,zip map,,,
06491,Stevenson,CT,41.3866,-73.1872,,,06468,point map,zip map,,,
06404,Botsford,CT,41.3665,-73.2571,,,06470,point map,zip map,,,
06440,Hawleyville,CT,41.4276,-73.3551,,,06470,point map,zip map,,,
06495,Wallingford,CT,41.3885,-72.8795,,,06473,point map,zip map,,,
06487,South Britain,CT,41.4709,-73.2515,,,06488,point map,zip map,,,
06532,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06521,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06520,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06531,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06530,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06505,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06535,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06534,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06509,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06536,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06540,New Haven,CT,41.2996,-72.9188,,,06511,point map,zip map,,,
06533,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06508,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06502,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06506,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06507,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06503,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06501,New Haven,CT,41.3082,-72.9282,,,06511,point map,zip map,,,
06537,New Haven,CT,41.3657,-72.9275,,,06514,point map,zip map,,,
06408,Cheshire,CT,41.3657,-72.9275,,,06514,point map,zip map,,,
06493,Wallingford,CT,41.3657,-72.9275,,,06514,point map,zip map,,,
06538,New Haven,CT,41.3657,-72.9275,,,06514,point map,zip map,,,
06504,New Haven,CT,41.3657,-72.9275,,,06514,point map,zip map,,,
06494,Wallingford,CT,41.3657,-72.9275,,,06514,point map,zip map,,,
06602,Bridgeport,CT,41.1798,-73.189,,,06604,point map,zip map,,,
06601,Bridgeport,CT,41.167,-73.2048,,,06605,point map,zip map,,,
06673,Bridgeport,CT,41.167,-73.2048,,,06605,point map,zip map,,,
06699,Bridgeport,CT,41.167,-73.2048,,,06605,point map,zip map,,,
06723,Waterbury,CT,41.5582,-73.0515,,,06702,point map,zip map,,,
06726,Waterbury,CT,41.5582,-73.0515,,,06702,point map,zip map,,,
06725,Waterbury,CT,41.5582,-73.0515,,,06702,point map,zip map,,,
06749,Waterbury,CT,41.5582,-73.0515,,,06702,point map,zip map,,,
06701,Waterbury,CT,41.5582,-73.0515,,,06702,point map,zip map,,,
06703,Waterbury,CT,41.5582,-73.0515,,,06702,point map,zip map,,,
06720,Waterbury,CT,41.5582,-73.0515,,,06702,point map,zip map,,,
06721,Waterbury,CT,41.5582,-73.0515,,,06702,point map,zip map,,,
06722,Waterbury,CT,41.5582,-73.0515,,,06702,point map,zip map,,,
06724,Waterbury,CT,41.5582,-73.0515,,,06702,point map,zip map,,,
06781,Pequabuck,CT,41.6699,-72.9915,,,06786,point map,zip map,,,
06094,Winchester Center,CT,41.8963,-73.1463,,,06790,point map,zip map,,,
06792,Torrington,CT,41.7549,-73.0582,,,06791,point map,zip map,,,
06753,Cornwall,CT,41.8281,-73.3323,,,06796,point map,zip map,,,
06817,Danbury,CT,41.3948,-73.454,,,06810,point map,zip map,,,
06813,Danbury,CT,41.3948,-73.454,,,06810,point map,zip map,,,
06828,Fairfield,CT,41.169,-73.2334,,,06825,point map,zip map,,,
06836,Greenwich,CT,41.0265,-73.6285,,,06830,point map,zip map,,,
06858,Norwalk,CT,41.1105,-73.4162,,,06850,point map,zip map,,,
06879,Ridgefield,CT,41.2815,-73.4982,,,06877,point map,zip map,,,
06881,Westport,CT,41.1415,-73.3579,,,06880,point map,zip map,,,
06889,Westport,CT,41.141,-73.3469,,,06880,point map,zip map,,,
06838,Greens Farms,CT,41.1238,-73.3195,,,06880,point map,zip map,,,
06888,Westport,CT,41.3089,-73.3637,,,06896,point map,zip map,,,
06875,Redding Center,CT,41.3089,-73.3637,,,06896,point map,zip map,,,
06860,Norwalk,CT,41.3089,-73.3637,,,06896,point map,zip map,,,
06876,Redding Ridge,CT,41.314,-73.3504,,,06896,point map,zip map,,,
06852,Norwalk,CT,41.3089,-73.3637,,,06896,point map,zip map,,,
06829,Georgetown,CT,41.2555,-73.4279,,,06896,point map,zip map,,,
06816,Danbury,CT,41.3089,-73.3637,,,06896,point map,zip map,,,
06814,Danbury,CT,41.3089,-73.3637,,,06896,point map,zip map,,,
06857,Norwalk,CT,41.3089,-73.3637,,,06896,point map,zip map,,,
06921,Stamford,CT,41.0499,-73.538,,,06901,point map,zip map,,,
06927,Stamford,CT,41.0534,-73.5387,,,06901,point map,zip map,,,
06920,Stamford,CT,41.0534,-73.5387,,,06901,point map,zip map,,,
06904,Stamford,CT,41.0534,-73.5387,,,06901,point map,zip map,,,
06911,Stamford,CT,41.0534,-73.5387,,,06901,point map,zip map,,,
06912,Stamford,CT,41.0534,-73.5387,,,06901,point map,zip map,,,
06913,Stamford,CT,41.0534,-73.5387,,,06901,point map,zip map,,,
06914,Stamford,CT,41.0534,-73.5387,,,06901,point map,zip map,,,
06910,Stamford,CT,41.0391,-73.5591,,,06902,point map,zip map,,,
06922,Stamford,CT,41.0516,-73.5143,,,06902,point map,zip map,,,
06926,Stamford,CT,41.0412,-73.5386,,,06902,point map,zip map,,,
07007,Caldwell,NJ,40.8398,-74.2765,,,07006,point map,zip map,,,
07015,Clifton,NJ,40.8584,-74.1638,,,07013,point map,zip map,,,
07091,Westfield,NJ,40.6657,-74.2997,,,07016,point map,zip map,,,
07061,Plainfield,NJ,40.6657,-74.2997,,,07016,point map,zip map,,,
07019,East Orange,NJ,40.7673,-74.2049,,,07017,point map,zip map,,,
07051,Orange,NJ,40.7918,-74.2452,,,07052,point map,zip map,,,
07191,Newark,NJ,40.7918,-74.2452,,,07052,point map,zip map,,,
07189,Newark,NJ,40.7918,-74.2452,,,07052,point map,zip map,,,
07184,Newark,NJ,40.7918,-74.2452,,,07052,point map,zip map,,,
07198,Newark,NJ,40.7918,-74.2452,,,07052,point map,zip map,,,
07175,Newark,NJ,40.7357,-74.1724,,,07102,point map,zip map,,,
07188,Newark,NJ,40.7357,-74.1724,,,07102,point map,zip map,,,
07192,Newark,NJ,40.7357,-74.1724,,,07102,point map,zip map,,,
07193,Newark,NJ,40.7357,-74.1724,,,07102,point map,zip map,,,
07195,Newark,NJ,40.7357,-74.1724,,,07102,point map,zip map,,,
07199,Newark,NJ,40.7357,-74.1724,,,07102,point map,zip map,,,
07101,Newark,NJ,40.7361,-74.2251,,,07111,point map,zip map,,,
07207,Elizabeth,NJ,40.664,-74.2107,,,07201,point map,zip map,,,
07099,Kearny,NJ,40.7328,-74.0755,,,07306,point map,zip map,,,
07399,Jersey City,NJ,40.7323,-74.0754,,,07306,point map,zip map,,,
07395,Jersey City,NJ,40.7279,-74.078,,,07306,point map,zip map,,,
07308,Jersey City,NJ,40.7328,-74.0755,,,07306,point map,zip map,,,
07097,Jersey City,NJ,40.7328,-74.0755,,,07306,point map,zip map,,,
07303,Jersey City,NJ,40.7328,-74.0755,,,07306,point map,zip map,,,
07096,Secaucus,NJ,40.7328,-74.0755,,,07306,point map,zip map,,,
07544,Paterson,NJ,41.0114,-74.3048,,,07403,point map,zip map,,,
07511,Totowa,NJ,41.0114,-74.3048,,,07403,point map,zip map,,,
07533,Paterson,NJ,41.0114,-74.3048,,,07403,point map,zip map,,,
07543,Paterson,NJ,41.0114,-74.3048,,,07403,point map,zip map,,,
07451,Ridgewood,NJ,40.9793,-74.1165,,,07450,point map,zip map,,,
07428,Mc Afee,NJ,41.2065,-74.5381,,,07461,point map,zip map,,,
07474,Wayne,NJ,40.9481,-74.245,,,07470,point map,zip map,,,
07509,Paterson,NJ,40.9168,-74.1718,,,07505,point map,zip map,,,
07510,Paterson,NJ,40.9168,-74.1718,,,07505,point map,zip map,,,
07507,Hawthorne,NJ,40.9493,-74.1538,,,07506,point map,zip map,,,
07538,Haledon,NJ,40.9357,-74.1863,,,07508,point map,zip map,,,
07602,Hackensack,NJ,40.8859,-74.0435,,,07601,point map,zip map,,,
07699,Teterboro,NJ,40.8463,-74.0611,,,07608,point map,zip map,,,
07653,Paramus,NJ,40.9481,-74.0832,,,07652,point map,zip map,,,
07752,Navesink,NJ,40.4023,-74.0273,,,07716,point map,zip map,,,
07715,Belmar,NJ,40.1784,-74.0218,,,07719,point map,zip map,,,
07763,Tennent,NJ,40.2796,-74.3343,,,07726,point map,zip map,,,
07710,Adelphia,NJ,40.2182,-74.2563,,,07728,point map,zip map,,,
07799,Eatontown,NJ,40.3027,-74.2493,,,07746,point map,zip map,,,
07765,Wickatunk,NJ,40.3501,-74.2479,,,07751,point map,zip map,,,
07754,Neptune,NJ,40.2001,-74.0279,,,07753,point map,zip map,,,
07879,Tranquility,NJ,40.9559,-74.7881,,,07821,point map,zip map,,,
07839,Greendell,NJ,40.974,-74.821,,,07821,point map,zip map,,,
07829,Buttzville,NJ,40.8434,-74.9859,,,07823,point map,zip map,,,
07844,Hope,NJ,40.9197,-74.9846,,,07825,point map,zip map,,,
07890,Branchville,NJ,41.1465,-74.7524,,,07826,point map,zip map,,,
07837,Glasser,NJ,41.1283,-74.679,,,07848,point map,zip map,,,
07855,Middleville,NJ,41.0559,-74.8629,,,07860,point map,zip map,,,
07877,Swartswood,NJ,41.1029,-74.8508,,,07860,point map,zip map,,,
07875,Stillwater,NJ,41.0439,-74.872,,,07860,point map,zip map,,,
07962,Morristown,NJ,40.8673,-74.5783,,,07869,point map,zip map,,,
07999,Whippany,NJ,40.8673,-74.5783,,,07869,point map,zip map,,,
07802,Dover,NJ,40.8673,-74.5783,,,07869,point map,zip map,,,
07845,Ironia,NJ,40.8229,-74.6257,,,07869,point map,zip map,,,
07806,Picatinny Arsenal,NJ,40.8673,-74.5783,,,07869,point map,zip map,,,
07831,Changewater,NJ,40.7394,-74.9448,,,07882,point map,zip map,,,
07902,Summit,NJ,40.7156,-74.3647,,,07901,point map,zip map,,,
07938,Liberty Corner,NJ,40.6554,-74.5862,,,07920,point map,zip map,,,
07978,Pluckemin,NJ,40.6425,-74.6396,,,07921,point map,zip map,,,
07963,Morristown,NJ,40.7968,-74.4815,,,07960,point map,zip map,,,
08032,Grenloch,NJ,39.7788,-75.0601,,,08012,point map,zip map,,,
08025,Ewan,NJ,39.7015,-75.1629,,,08028,point map,zip map,,,
08099,Bellmawr,NJ,39.8676,-75.0946,,,08031,point map,zip map,,,
08076,Riverton,NJ,40.0115,-75.0149,,,08077,point map,zip map,,,
08018,Cedar Brook,NJ,39.7154,-74.9007,,,08081,point map,zip map,,,
08101,Camden,NJ,39.9259,-75.1196,,,08104,point map,zip map,,,
08219,Green Creek,NJ,39.0462,-74.9013,,,08204,point map,zip map,,,
08220,Leeds Point,NJ,39.4921,-74.429,,,08205,point map,zip map,,,
08231,Oceanville,NJ,39.4712,-74.4604,,,08205,point map,zip map,,,
08218,Goshen,NJ,39.1415,-74.8529,,,08210,point map,zip map,,,
08245,South Dennis,NJ,39.1,-74.8487,,,08210,point map,zip map,,,
08252,Whitesboro,NJ,39.0421,-74.8618,,,08210,point map,zip map,,,
08213,Cologne,NJ,39.5092,-74.6086,,,08215,point map,zip map,,,
08214,Dennisville,NJ,39.1932,-74.8252,,,08270,point map,zip map,,,
08250,Tuckahoe,NJ,39.2901,-74.7538,,,08270,point map,zip map,,,
08313,Deerfield Street,NJ,39.5293,-75.2249,,,08318,point map,zip map,,,
08347,Norma,NJ,39.4998,-75.082,,,08318,point map,zip map,,,
08342,Mizpah,NJ,39.5021,-74.8335,,,08330,point map,zip map,,,
